statename,distname,YEAR,RAPE,CUSTODIAL RAPE,CRIMINAL BREACH OF TRUST,CHEATING,ARSON,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,CRUELTY BY HUSBAND OR HIS RELATIVES,CAUSING DEATH BY NEGLIGENCE
Maharashtra,Nagpur Commr.,2001,39,0,74,263,15,7,75,218,223
Maharashtra,Nagpur Rly.,2001,2,0,5,7,2,2,4,0,3
Maharashtra,Nagpur Rural,2001,81,0,27,37,81,3,131,141,254
Maharashtra,Nanded,2001,23,0,40,128,67,21,85,202,127
Maharashtra,Nandurbar,2001,16,0,12,13,4,2,27,78,59
Maharashtra,Nasik Commr.,2001,9,0,18,61,19,3,19,99,138
Maharashtra,Nasik Rural,2001,39,0,57,54,69,7,74,339,495
Maharashtra,Navi Mumbai,2001,17,0,88,148,3,5,23,57,228
Maharashtra,Osmanabad,2001,16,0,17,34,26,2,52,102,171
Maharashtra,Parbhani,2001,25,0,14,42,31,1,57,120,70
Maharashtra,Pune Commr.,2001,56,0,84,347,16,2,54,147,300
Maharashtra,Pune Rly.,2001,0,0,1,3,0,0,3,0,0
Maharashtra,Pune Rural,2001,42,0,35,46,28,5,64,165,698
Maharashtra,Raigad,2001,20,0,16,44,10,1,29,55,275
Maharashtra,Ratnagiri,2001,10,0,18,20,17,0,32,62,119
Maharashtra,Sangli,2001,32,0,31,55,47,12,54,96,263
Maharashtra,Satara,2001,32,0,43,91,24,13,49,179,387
Maharashtra,Sindhudurg,2001,7,0,12,13,11,0,20,8,66
Maharashtra,Solapur Commr.,2001,16,0,7,49,3,6,15,62,82
Maharashtra,Solapur Rural,2001,35,0,33,30,29,6,40,90,384
Maharashtra,Thane Commr.,2001,39,0,76,477,4,6,69,212,251
Maharashtra,Thane Rural,2001,65,0,45,83,30,6,76,104,475
Maharashtra,Wardha,2001,35,0,15,29,27,9,98,89,139
Maharashtra,Washim,2001,15,0,5,5,22,10,60,116,61
Maharashtra,Yavatmal,2001,56,0,17,45,25,12,125,177,179
Maharashtra,Total,2001,1302,0,1542,4273,1208,308,2823,6090,8993
Manipur,Bishnupur,2001,1,0,3,3,7,0,0,1,0
Manipur,Chandel,2001,0,0,1,1,1,0,0,0,0
Manipur,Churachandpur,2001,1,0,0,3,3,0,0,0,0
Manipur,Imphal(East),2001,7,0,6,16,8,0,2,1,0
Manipur,Imphal(West),2001,7,0,18,25,27,0,17,3,1
Manipur,Senapati,2001,0,0,3,1,2,0,0,0,0
Manipur,Tamenglong,2001,0,0,0,0,3,0,0,0,1
Manipur,Thoubal,2001,4,0,2,17,13,0,1,0,5
Manipur,Ukhrul,2001,0,0,0,0,0,0,1,0,0
Manipur,Total,2001,20,0,33,66,64,0,21,5,7
Meghalaya,Garo Hills East,2001,2,0,2,1,1,0,2,0,0
Meghalaya,Garo Hills South,2001,1,0,0,0,0,0,0,1,0
Meghalaya,Garo Hills West,2001,5,0,0,4,3,0,8,0,0
Meghalaya,Jaintia Hills,2001,7,0,2,2,2,0,3,0,0
Meghalaya,Khasi Hills East,2001,5,0,15,18,19,0,8,3,0
Meghalaya,Khasi Hills West,2001,4,0,0,1,0,0,2,0,0
Meghalaya,Ri-Bhoi,2001,2,0,0,3,1,0,2,0,0
Meghalaya,Total,2001,26,0,19,29,26,0,25,4,0
Mizoram,Aizawl,2001,26,0,16,45,16,0,13,1,12
Mizoram,Champhai,2001,7,0,2,8,1,0,7,0,0
Mizoram,Kolasib,2001,6,0,4,5,6,0,15,0,7
Mizoram,Lawngtlai,2001,2,0,0,2,1,0,0,0,0
Mizoram,Lunglei,2001,3,0,1,5,0,0,11,0,0
Mizoram,Mamit,2001,0,0,0,0,0,0,0,15,0
Mizoram,Saiha,2001,3,0,0,6,0,0,6,0,0
Mizoram,Serchhip,2001,5,0,0,0,0,0,0,0,4
Mizoram,Total,2001,52,0,23,71,24,0,52,16,23
Nagaland,Dimapur,2001,4,0,10,7,0,0,0,0,14
Nagaland,Kiphire,2001,0,0,0,0,0,0,0,0,0
Nagaland,Kohima,2001,6,0,7,16,0,0,6,0,0
Nagaland,Mokokchung,2001,1,0,0,3,1,0,0,0,0
Nagaland,Mon,2001,2,0,1,2,0,0,0,0,3
Nagaland,Peren,2001,0,0,0,1,0,0,0,0,0
Nagaland,Phek,2001,1,0,0,0,0,0,0,0,0
Nagaland,Tuensang,2001,0,0,2,2,0,0,0,0,0
Nagaland,Wokha,2001,1,0,0,1,0,0,0,0,2
Nagaland,Zunheboto,2001,2,0,0,2,0,0,0,0,0
Nagaland,Total,2001,17,0,20,34,1,0,6,0,19
Orissa,Angul,2001,33,0,10,26,22,8,90,53,184
Orissa,Balasore,2001,58,0,10,27,26,36,92,68,0
Orissa,Baragarh,2001,19,0,6,16,12,0,41,30,83
Orissa,Berhampur,2001,10,0,13,19,14,4,41,29,31
Orissa,Bhadrak,2001,35,0,9,11,10,23,29,79,45
Orissa,Bolangir,2001,19,0,8,38,10,4,91,61,0
Orissa,Boudh,2001,6,0,3,4,20,1,21,6,9
Orissa,Cuttack,2001,34,0,27,105,28,39,42,125,0
Orissa,Deogarh,2001,8,0,1,2,2,2,33,8,15
Orissa,Dhenkanal,2001,15,0,8,18,20,14,82,31,52
Orissa,Gajapati,2001,10,0,2,13,5,1,13,7,27
Orissa,Ganjam,2001,22,0,9,14,30,1,102,9,187
Orissa,Jagatsinghpur,2001,12,0,6,7,8,16,13,30,32
Orissa,Jajpur,2001,24,0,2,9,8,16,16,42,85
Orissa,Jharsuguda,2001,12,0,6,11,4,4,39,13,133
Orissa,Kalahandi,2001,30,0,5,12,3,0,22,9,31
Orissa,Kandhamal,2001,34,0,11,8,14,4,95,29,2
Orissa,Kendrapara,2001,11,0,6,10,12,24,66,57,85
Orissa,Keonjhar,2001,38,0,12,17,24,4,127,41,0
Orissa,Khurda,2001,65,0,27,126,31,11,28,171,161
Orissa,Koraput,2001,38,0,11,31,8,7,56,132,0
Orissa,Malkangir,2001,14,0,3,6,5,0,27,12,14
Orissa,Mayurbhanj,2001,77,0,19,22,19,19,141,74,97
Orissa,Nayagarh,2001,17,0,2,9,15,14,11,9,35
Orissa,Nowrangpur,2001,13,0,4,3,24,0,41,13,0
Orissa,Nuapada,2001,9,0,7,5,4,0,16,17,12
Orissa,Puri,2001,41,0,12,24,19,29,13,32,69
Orissa,Rayagada,2001,9,0,4,11,9,1,33,26,30
Orissa,Rourkela,2001,12,0,4,21,2,2,35,17,0
Orissa,Sambalpur,2001,18,0,25,25,7,0,82,18,88
Orissa,Sonepur,2001,8,0,4,9,3,6,28,11,19
Orissa,Srp(Cuttack),2001,1,0,2,2,0,0,5,0,1
Orissa,Srp(Rourkela),2001,2,0,0,1,0,0,2,0,0
Orissa,Sundargarh,2001,36,0,7,19,5,4,82,7,62
Orissa,Total,2001,790,0,285,681,423,294,1655,1266,1589
Punjab,Amritsar,2001,9,0,23,121,6,7,9,77,80
Punjab,Barnala,2001,12,0,6,48,5,6,13,24,51
Punjab,Batala,2001,8,0,3,44,1,6,1,19,41
Punjab,Bhatinda,2001,13,0,19,164,0,4,15,57,3
Punjab,Faridkot,2001,6,0,8,46,6,4,11,20,0
Punjab,Fatehgarh Sahib,2001,11,0,16,44,2,4,4,7,117
Punjab,Ferozepur,2001,22,0,42,87,5,11,17,22,113
Punjab,G.R.P,2001,0,0,4,81,0,3,1,0,0
Punjab,Gurdaspur,2001,12,0,11,31,1,6,4,21,95
Punjab,Hoshiarpur,2001,19,0,16,120,7,12,13,46,158
Punjab,Jagraon,2001,19,0,11,29,2,7,3,27,60
Punjab,Jalandhar,2001,21,0,25,271,10,17,16,104,155
Punjab,Kapurthala,2001,8,0,1,140,2,2,20,34,63
Punjab,Khanna,2001,6,0,4,36,2,4,0,15,88
Punjab,Ludhiana,2001,38,0,41,437,3,11,46,249,208
Punjab,Majitha,2001,9,0,4,37,0,9,8,20,83
Punjab,Mansa,2001,6,0,6,36,2,2,3,3,0
Punjab,Moga,2001,11,0,21,49,0,6,8,25,70
Punjab,Muktsar,2001,3,0,13,36,0,1,2,16,46
Punjab,Nawan Shahr,2001,11,0,3,80,0,4,8,14,48
Punjab,Patiala,2001,23,0,51,404,0,10,128,232,300
Punjab,Ropar,2001,6,0,14,111,5,5,13,33,207
Punjab,Sangrur,2001,15,0,18,111,4,10,18,36,101
Punjab,Tarn Taran,2001,10,0,8,58,0,8,11,27,67
Punjab,Total,2001,298,0,368,2621,63,159,372,1128,2154
Rajasthan,Ajmer,2001,16,0,12,314,27,12,95,236,339
Rajasthan,Alwar,2001,34,0,34,363,44,43,124,235,233
Rajasthan,Banswara,2001,90,0,8,54,51,10,112,151,56
Rajasthan,Baran,2001,81,0,17,102,47,3,219,124,50
Rajasthan,Barmer,2001,13,0,7,62,21,13,71,45,61
Rajasthan,Bharatpur,2001,48,0,37,304,59,24,77,209,135
Rajasthan,Bhilwara,2001,42,0,41,354,37,5,126,312,172
Rajasthan,Bikaner,2001,35,0,33,195,26,13,53,153,102
Rajasthan,Bundi,2001,36,0,24,106,39,2,164,157,76
Rajasthan,Chittorgarh,2001,67,0,39,283,59,7,112,384,127
Rajasthan,Churu,2001,24,0,9,143,24,8,73,174,65
Rajasthan,Dausa,2001,9,0,17,102,18,8,31,60,140
Rajasthan,Dholpur,2001,24,0,14,64,19,21,34,93,58
Rajasthan,Dungarpur,2001,17,0,16,40,25,3,56,60,80
Rajasthan,G.R.P.,2001,1,0,5,7,2,0,14,0,0
Rajasthan,Ganganagar,2001,55,0,56,396,11,13,118,375,135
Rajasthan,Hanumangarh,2001,35,0,29,290,25,20,98,241,91
Rajasthan,Jaipur,2001,61,0,217,1103,63,29,179,453,749
Rajasthan,Jaisalmer,2001,2,0,6,30,6,3,21,16,27
Rajasthan,Jalore,2001,10,0,8,67,34,12,61,96,53
Rajasthan,Jhalawar,2001,65,0,19,95,55,8,144,224,61
Rajasthan,Jhunjhunu,2001,19,0,29,129,35,0,50,125,91
Rajasthan,Jodhpur,2001,20,0,81,450,37,12,128,263,193
Rajasthan,Karauli,2001,21,0,14,63,15,10,37,66,60
Rajasthan,Kota,2001,50,0,43,308,43,17,203,319,119
Rajasthan,Nagaur,2001,22,0,18,164,27,14,65,102,91
Rajasthan,Pali,2001,25,0,66,185,36,15,115,196,132
Rajasthan,Rajsamand,2001,13,0,17,118,27,6,40,104,99
Rajasthan,Sawai Madhopur,2001,19,0,10,125,19,6,49,97,44
Rajasthan,Sikar,2001,13,0,21,207,64,15,28,114,159
Rajasthan,Sirohi,2001,22,0,33,73,14,8,29,79,101
Rajasthan,Tonk,2001,17,0,17,117,32,7,84,142,88
Rajasthan,Udaipur,2001,43,0,29,231,51,9,68,127,234
Rajasthan,Total,2001,1049,0,1026,6644,1092,376,2878,5532,4221
Sikkim,East,2001,7,0,1,10,1,0,0,0,3
Sikkim,North,2001,0,0,0,3,0,0,0,0,1
Sikkim,South,2001,1,0,0,0,0,0,0,0,1
Sikkim,West,2001,0,0,0,0,0,0,0,0,2
Sikkim,Total,2001,8,0,1,13,1,0,0,0,7
Tamil Nadu,Ariyalur,2001,6,0,4,22,17,3,38,8,60
Tamil Nadu,Chengai,2001,20,0,12,96,0,16,58,57,521
Tamil Nadu,Chennai,2001,28,0,26,600,0,13,70,111,675
Tamil Nadu,Chennai Rly.,2001,0,0,0,7,0,0,5,2,0
Tamil Nadu,Coimbatore Rural,2001,18,0,36,102,30,16,75,49,672
Tamil Nadu,Coimbatore Urban,2001,4,0,20,110,1,5,19,28,187
Tamil Nadu,Cuddalore,2001,16,0,12,11,50,9,137,21,343
Tamil Nadu,Dharmapuri,2001,17,0,6,33,74,6,65,18,370
Tamil Nadu,Dindigul,2001,14,0,7,24,29,8,48,8,317
Tamil Nadu,Erode,2001,9,0,49,85,39,4,72,25,479
Tamil Nadu,Kanchipuram,2001,21,0,0,19,32,6,30,12,0
Tamil Nadu,Kanyakumari,2001,6,0,10,16,18,5,27,29,0
Tamil Nadu,Karur,2001,4,0,7,15,14,2,21,14,192
Tamil Nadu,Madurai Rural,2001,13,0,24,59,34,5,52,69,264
Tamil Nadu,Madurai Urban,2001,2,0,11,296,4,12,20,24,109
Tamil Nadu,Nagapattinam,2001,12,0,1,15,75,4,55,8,137
Tamil Nadu,Namakkal,2001,7,0,0,15,10,4,39,18,297
Tamil Nadu,Nilgiris,2001,8,0,0,10,0,2,6,16,31
Tamil Nadu,Perambalur,2001,3,0,2,27,10,0,18,12,79
Tamil Nadu,Pudukottai,2001,5,0,3,8,23,2,32,25,166
Tamil Nadu,Ramnathapuram,2001,13,0,7,24,28,4,59,16,120
Tamil Nadu,Salem Rural,2001,8,0,2,5,34,8,53,7,367
Tamil Nadu,Salem Urban,2001,2,0,9,49,0,3,7,11,122
Tamil Nadu,Sivagangai,2001,5,0,8,22,34,4,17,9,124
Tamil Nadu,Thanjavur,2001,0,0,6,33,26,0,53,31,299
Tamil Nadu,Theni,2001,4,0,4,58,9,4,29,9,120
Tamil Nadu,Thirunelveli Rural,2001,57,0,16,51,102,3,155,13,212
Tamil Nadu,Thirunelveli Urban,2001,3,0,6,5,4,0,2,6,56
Tamil Nadu,Thiruvallur,2001,16,0,5,28,28,6,70,16,196
Tamil Nadu,Thiruvannamalai,2001,5,0,5,30,14,1,53,18,198
Tamil Nadu,Thiruvarur,2001,7,0,1,15,49,4,50,2,138
Tamil Nadu,Thoothugudi,2001,12,0,11,41,47,1,94,36,199
Tamil Nadu,Trichy Rly.,2001,0,0,1,0,0,0,0,0,0
Tamil Nadu,Trichy Rural,2001,6,0,4,14,4,3,22,2,279
Tamil Nadu,Trichy Urban,2001,5,0,7,58,0,4,9,18,109
Tamil Nadu,Vellore,2001,13,0,15,55,50,8,54,5,342
Tamil Nadu,Villupuram,2001,37,0,9,26,74,14,78,42,558
Tamil Nadu,Virudhunagar,2001,17,0,14,55,17,2,81,20,212
Tamil Nadu,Total,2001,423,0,360,2139,980,191,1773,815,8550
Tripura,Dhalai,2001,11,0,0,1,6,2,4,11,16
Tripura,North,2001,29,0,1,3,5,3,16,60,15
Tripura,South,2001,29,0,1,3,6,5,18,59,0
Tripura,West,2001,33,0,2,10,14,6,20,97,0
Tripura,Total,2001,102,0,4,17,31,16,58,227,31
Uttar Pradesh,Agra,2001,66,0,148,229,14,63,110,327,234
Uttar Pradesh,Aligarh,2001,50,0,120,145,32,44,90,258,189
Uttar Pradesh,Allahabad,2001,42,0,136,25,38,56,85,226,215
Uttar Pradesh,Ambedkar Nagar,2001,19,0,16,43,13,14,15,87,38
Uttar Pradesh,Auraiya,2001,11,0,8,14,13,21,13,26,82
Uttar Pradesh,Azamgarh,2001,11,0,44,72,2,32,14,81,25
Uttar Pradesh,Badaun,2001,47,0,39,64,38,62,51,76,7
Uttar Pradesh,Baghpat,2001,15,0,26,43,5,20,18,64,21
Uttar Pradesh,Bahraich,2001,14,0,32,37,14,19,15,62,54
Uttar Pradesh,Ballia,2001,18,0,12,14,2,19,7,35,10
Uttar Pradesh,Balrampur,2001,8,0,19,22,15,12,23,30,35
Uttar Pradesh,Banda,2001,27,0,20,55,13,21,51,50,70
Uttar Pradesh,Barabanki,2001,41,0,69,31,18,35,37,188,141
Uttar Pradesh,Bareilly,2001,93,0,81,186,15,57,110,421,234
Uttar Pradesh,Basti,2001,18,0,37,69,5,22,28,48,32
Uttar Pradesh,Bijnor,2001,38,0,58,119,11,31,67,230,78
Uttar Pradesh,Bulandshahar,2001,31,0,68,107,23,45,71,227,183
Uttar Pradesh,Chandoli,2001,4,0,22,47,10,16,13,22,13
Uttar Pradesh,Chitrakoot Dham,2001,8,0,8,22,0,8,16,2,25
Uttar Pradesh,Deoria,2001,7,0,39,54,8,27,15,44,46
Uttar Pradesh,Etah,2001,57,0,100,121,5,68,68,156,13
Uttar Pradesh,Etawah,2001,20,0,45,37,11,29,25,52,118
Uttar Pradesh,Faizabad,2001,22,0,104,2,13,17,24,49,149
Uttar Pradesh,Fatehgarh,2001,9,0,29,77,9,22,23,93,73
Uttar Pradesh,Fatehpur,2001,28,0,31,48,7,46,25,59,163
Uttar Pradesh,Firozabad,2001,22,0,42,69,3,48,33,89,178
Uttar Pradesh,G.R.P.,2001,2,0,37,41,0,1,18,1,0
Uttar Pradesh,Gautambudh Nagar,2001,16,0,51,127,12,17,39,54,151
Uttar Pradesh,Ghaziabad,2001,31,0,83,258,10,33,54,140,138
Uttar Pradesh,Ghazipur,2001,6,0,14,32,8,22,18,56,24
Uttar Pradesh,Gonda,2001,18,0,39,89,9,26,19,46,72
Uttar Pradesh,Gorakhpur,2001,13,0,65,100,12,16,25,52,136
Uttar Pradesh,Hamirpur,2001,14,0,14,18,7,22,32,25,49
Uttar Pradesh,Hardoi,2001,70,0,48,51,12,63,86,136,141
Uttar Pradesh,Hathras,2001,16,0,50,78,9,31,63,93,76
Uttar Pradesh,J.P.Nagar,2001,23,0,21,50,10,14,35,98,82
Uttar Pradesh,Jalaun,2001,6,0,24,34,5,29,40,65,37
Uttar Pradesh,Jaunpur,2001,11,0,43,70,7,43,21,85,128
Uttar Pradesh,Jhansi,2001,18,0,29,62,12,31,32,69,35
Uttar Pradesh,Kannauj,2001,8,0,26,30,7,22,18,63,54
Uttar Pradesh,Kanpur Dehat,2001,21,0,22,40,12,39,45,79,103
Uttar Pradesh,Kanpur Nagar,2001,47,0,178,301,27,64,106,356,385
Uttar Pradesh,Kaushambi,2001,26,0,15,30,17,28,44,72,102
Uttar Pradesh,Khiri,2001,83,0,77,64,6,88,99,138,97
Uttar Pradesh,Kushi Nagar,2001,7,0,27,46,8,18,19,14,103
Uttar Pradesh,Lalitpur,2001,20,0,12,21,14,10,26,31,70
Uttar Pradesh,Lucknow,2001,62,0,268,427,10,47,103,337,337
Uttar Pradesh,Maharajganj,2001,13,0,23,35,5,7,13,10,70
Uttar Pradesh,Mahoba,2001,12,0,3,19,9,11,22,4,26
Uttar Pradesh,Mainpuri,2001,13,0,41,83,29,42,32,63,5
Uttar Pradesh,Mathura,2001,25,0,68,127,19,21,48,77,214
Uttar Pradesh,Mau,2001,17,0,27,34,21,16,33,39,68
Uttar Pradesh,Meerut,2001,28,0,98,193,5,34,59,236,238
Uttar Pradesh,Mirzapur,2001,16,0,16,34,2,23,16,39,118
Uttar Pradesh,Moradabad,2001,44,0,40,104,21,45,79,207,238
Uttar Pradesh,Muzaffarnagar,2001,54,0,74,94,18,24,51,265,116
Uttar Pradesh,Pilibhit,2001,64,0,41,69,5,44,50,195,49
Uttar Pradesh,Pratapgarh,2001,18,0,29,59,22,33,21,44,100
Uttar Pradesh,Raibareilly,2001,58,0,49,35,3,29,57,137,127
Uttar Pradesh,Rampur,2001,22,0,34,45,9,18,11,49,62
Uttar Pradesh,Saharanpur,2001,41,0,61,161,7,21,45,196,47
Uttar Pradesh,Sant Kabirnagar,2001,9,0,12,32,7,7,11,26,53
Uttar Pradesh,Shahjahanpur,2001,55,0,43,81,7,66,61,146,67
Uttar Pradesh,Shrawasti,2001,13,0,10,22,4,4,16,18,29
Uttar Pradesh,Sidharthnagar,2001,12,0,19,30,8,13,20,28,10
Uttar Pradesh,Sitapur,2001,85,0,57,134,18,82,71,106,165
Uttar Pradesh,Sonbhadra,2001,5,0,11,18,5,12,9,5,57
Uttar Pradesh,St.Ravidasnagar,2001,1,0,11,12,2,9,3,23,60
Uttar Pradesh,Sultanpur,2001,29,0,47,62,3,38,34,153,123
Uttar Pradesh,Unnao,2001,53,0,34,60,23,63,100,168,162
Uttar Pradesh,Varanasi,2001,27,0,86,99,9,31,19,119,179
Uttar Pradesh,Total,2001,1958,0,3430,5363,812,2211,2870,7365,7129
Uttarakhand,Almora,2001,4,0,5,11,2,3,5,5,0
Uttarakhand,Bageshwar,2001,1,0,0,4,0,8,1,0,0
Uttarakhand,Chamoli,2001,3,0,5,3,2,3,10,1,22
Uttarakhand,Champawat,2001,0,0,0,6,1,0,7,5,4
Uttarakhand,Dehradun,2001,12,0,37,122,7,4,13,85,134
Uttarakhand,Haridwar,2001,13,0,50,86,7,10,21,105,121
Uttarakhand,Nainital,2001,5,0,29,26,0,5,11,29,0
Uttarakhand,Pauri Garhwal,2001,7,0,6,10,5,5,4,7,26
Uttarakhand,Pithoragarh,2001,7,0,4,8,1,2,6,10,0
Uttarakhand,Rudra Prayag,2001,2,0,2,1,0,3,3,2,10
Uttarakhand,Tehri Garhwal,2001,2,0,5,4,2,2,3,8,21
Uttarakhand,Udhamsingh Nagar,2001,10,0,19,33,0,10,7,31,103
Uttarakhand,Uttarkashi,2001,8,0,9,4,3,1,12,13,0
Uttarakhand,Total,2001,74,0,171,318,30,56,103,301,441
West Bengal,24 Parganas North,2001,53,0,55,35,1,23,63,447,0
West Bengal,24 Parganas South,2001,47,0,1,4,9,48,54,480,0
West Bengal,Asansol,2001,0,0,1,9,0,1,0,32,1
West Bengal,Bankura,2001,26,0,0,23,6,22,28,78,96
West Bengal,Birbhum,2001,43,0,20,4,9,4,43,151,173
West Bengal,Burdwan,2001,46,0,6,53,7,32,85,296,17
West Bengal,Coochbehar,2001,36,0,3,9,1,6,44,146,102
West Bengal,Dakshin Dinajpur,2001,10,0,5,3,0,4,37,101,18
West Bengal,Darjeeling,2001,20,0,0,6,10,2,26,56,87
West Bengal,Hooghly,2001,29,0,11,16,0,10,39,372,183
West Bengal,Howrah,2001,2,0,9,19,9,8,13,43,168
West Bengal,Howrah City,2001,7,0,22,56,6,5,6,84,122
West Bengal,Howrah G.R.P.,2001,1,0,0,0,0,0,9,0,0
West Bengal,Jalpaiguri,2001,54,0,6,12,4,2,47,150,215
West Bengal,Kolkata,2001,19,0,271,863,0,6,165,207,445
West Bengal,Malda,2001,40,0,15,16,0,5,48,92,149
West Bengal,Midnapur,2001,84,0,38,27,23,58,54,470,9
West Bengal,Murshidabad,2001,66,0,2,18,0,12,36,240,213
West Bengal,Nadia,2001,71,0,0,0,5,10,77,252,135
West Bengal,Purulia,2001,23,0,6,17,3,3,48,86,0
West Bengal,Sealdah G.R.P.,2001,1,0,1,6,0,0,0,2,0
West Bengal,Siliguri G.R.P.,2001,0,0,1,1,0,0,1,0,0
West Bengal,Uttar Dinajpur,2001,31,0,13,19,9,4,31,74,148
West Bengal,Total,2001,709,0,486,1216,102,265,954,3859,2281
Andaman & Nicobar Islands,Andaman,2001,3,0,10,8,4,0,18,9,0
Andaman & Nicobar Islands,Nicobar,2001,0,0,0,0,0,0,1,0,0
Andaman & Nicobar Islands,Total,2001,3,0,10,8,4,0,19,9,0
Chandigarh,Chandigarh,2001,18,0,26,155,5,3,24,36,6
Chandigarh,Total,2001,18,0,26,155,5,3,24,36,6
Dadra & Nagar Haveli,D And N Haveli,2001,6,0,13,12,1,0,7,4,0
Dadra & Nagar Haveli,Total,2001,6,0,13,12,1,0,7,4,0
Daman & Diu,Daman,2001,0,0,4,7,3,0,0,4,0
Daman & Diu,Diu,2001,0,0,1,2,0,0,0,0,0
Daman & Diu,Total,2001,0,0,5,9,3,0,0,4,0
Nct Of Delhi,Central,2001,28,0,57,134,1,4,30,2,13
Nct Of Delhi,Delhi Ut Total,2001,381,0,479,2183,50,113,502,138,432
Nct Of Delhi,East,2001,24,0,41,143,4,11,56,27,23
Nct Of Delhi,G.R.P.(Rly),2001,1,0,2,19,0,0,4,0,0
Nct Of Delhi,I.G.I. Airport,2001,0,0,6,483,1,0,0,0,2
Nct Of Delhi,New Delhi,2001,9,0,36,296,3,0,20,2,109
Nct Of Delhi,North,2001,28,0,86,159,3,4,26,9,0
Nct Of Delhi,North East,2001,36,0,27,57,3,20,34,8,12
Nct Of Delhi,North West,2001,103,0,55,139,14,25,102,22,22
Nct Of Delhi,S.T.F.,2001,0,0,0,0,0,0,0,0,0
Nct Of Delhi,South,2001,65,0,100,373,10,15,96,22,103
Nct Of Delhi,South West,2001,42,0,31,182,8,16,69,24,144
Nct Of Delhi,West,2001,45,0,38,198,3,18,65,22,4
Lakshadweep,Lakshadweep,2001,0,0,1,0,2,0,0,0,0
Lakshadweep,Total,2001,0,0,1,0,2,0,0,0,0
Pondicherry,Pondicherry,2001,9,0,5,23,31,1,35,3,166
Pondicherry,Total,2001,9,0,5,23,31,1,35,3,166
Andhra Pradesh,Adilabad,2002,37,0,25,135,38,20,174,240,225
Andhra Pradesh,Anantapur,2002,28,0,37,109,57,9,179,151,312
Andhra Pradesh,Chittoor,2002,28,0,57,172,43,16,126,188,476
Andhra Pradesh,Cuddapah,2002,16,0,14,52,20,21,100,63,275
Andhra Pradesh,East Godavari,2002,25,0,89,262,40,11,108,276,473
Andhra Pradesh,Guntakal Rly.,2002,1,0,0,0,0,0,3,0,4
Andhra Pradesh,Guntur,2002,46,0,65,346,38,13,186,434,404
Andhra Pradesh,Hyderabad City,2002,57,0,127,1734,8,24,138,590,440
Andhra Pradesh,Karimnagar,2002,99,0,44,357,52,45,357,209,416
Andhra Pradesh,Khammam,2002,48,0,76,219,52,13,191,324,276
Andhra Pradesh,Krishna,2002,41,0,19,146,42,14,211,374,278
Andhra Pradesh,Kurnool,2002,45,0,12,185,16,11,166,167,520
Andhra Pradesh,Mahaboobnagar,2002,85,0,24,91,74,31,202,225,353
Andhra Pradesh,Medak,2002,68,0,22,105,57,25,103,251,417
Andhra Pradesh,Nalgonda,2002,41,0,26,184,78,37,232,210,490
Andhra Pradesh,Nellore,2002,46,0,39,157,58,10,206,289,290
Andhra Pradesh,Nizamabad,2002,35,0,33,138,39,17,71,278,274
Andhra Pradesh,Prakasham,2002,21,0,27,86,48,5,156,142,248
Andhra Pradesh,Ranga Reddy,2002,49,0,88,597,81,51,143,508,774
Andhra Pradesh,Secunderabad Rly.,2002,0,0,2,2,0,0,0,0,0
Andhra Pradesh,Srikakulam,2002,14,0,24,58,28,4,60,114,171
Andhra Pradesh,Vijayawada,2002,31,0,34,784,42,9,119,869,247
Andhra Pradesh,Vijayawada Rly.,2002,1,0,0,5,0,0,2,2,3
Andhra Pradesh,Visakha Rural,2002,14,0,24,40,21,2,65,85,237
Andhra Pradesh,Visakhapatnam,2002,8,0,27,240,6,3,28,235,179
Andhra Pradesh,Vizianagaram,2002,12,0,13,51,6,1,38,190,147
Andhra Pradesh,Warangal,2002,52,0,41,175,0,45,212,157,317
Andhra Pradesh,West Godavari,2002,54,0,61,303,47,12,223,447,445
Andhra Pradesh,Total,2002,1002,0,1050,6733,991,449,3799,7018,8691
Arunachal Pradesh,Changlang,2002,3,0,4,8,2,0,0,2,0
Arunachal Pradesh,Dibang Valley,2002,5,0,0,3,0,0,4,5,0
Arunachal Pradesh,Kameng East,2002,1,0,1,0,0,0,6,0,0
Arunachal Pradesh,Kameng West,2002,0,0,1,1,0,0,0,0,0
Arunachal Pradesh,Lohit,2002,3,0,1,2,1,0,8,0,0
Arunachal Pradesh,Papum Pare,2002,3,0,4,3,1,0,9,1,0
Arunachal Pradesh,Siang East,2002,11,0,4,5,2,0,14,1,0
Arunachal Pradesh,Siang Upper,2002,3,0,0,0,0,0,0,0,0
Arunachal Pradesh,Siang West,2002,4,0,3,2,6,0,18,2,0
Arunachal Pradesh,Subansiri Lower,2002,1,0,0,1,4,0,4,0,0
Arunachal Pradesh,Subansiri Upper,2002,2,0,3,2,4,0,4,0,0
Arunachal Pradesh,Tawang,2002,1,0,1,1,0,0,0,1,0
Arunachal Pradesh,Tirap,2002,1,0,1,1,0,0,1,1,0
Arunachal Pradesh,Total,2002,38,0,23,29,20,0,68,13,0
Assam,Barpeta,2002,55,0,19,28,28,4,18,97,102
Assam,Bongaigaon,2002,21,0,16,9,2,3,2,32,45
Assam,C.I.D.,2002,0,0,0,5,0,0,0,0,0
Assam,Cachar,2002,71,0,50,33,57,7,156,219,291
