statename,distname,YEAR,MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER
Uttarakhand,Pauri Garhwal,2001,26,0
Uttarakhand,Pithoragarh,2001,8,3
Uttarakhand,Rudra Prayag,2001,5,0
Uttarakhand,Tehri Garhwal,2001,7,2
Uttarakhand,Udhamsingh Nagar,2001,54,13
Uttarakhand,Uttarkashi,2001,10,0
Uttarakhand,Total,2001,316,38
West Bengal,24 Parganas North,2001,202,61
West Bengal,24 Parganas South,2001,107,75
West Bengal,Asansol,2001,9,1
West Bengal,Bankura,2001,35,12
West Bengal,Birbhum,2001,76,25
West Bengal,Burdwan,2001,133,43
West Bengal,Coochbehar,2001,37,15
West Bengal,Dakshin Dinajpur,2001,25,19
West Bengal,Darjeeling,2001,46,28
West Bengal,Hooghly,2001,81,33
West Bengal,Howrah,2001,28,8
West Bengal,Howrah City,2001,21,11
West Bengal,Howrah G.R.P.,2001,18,0
West Bengal,Jalpaiguri,2001,152,60
West Bengal,Kolkata,2001,65,8
West Bengal,Malda,2001,55,34
West Bengal,Midnapur,2001,120,44
West Bengal,Murshidabad,2001,130,38
West Bengal,Nadia,2001,124,34
West Bengal,Purulia,2001,69,5
West Bengal,Sealdah G.R.P.,2001,23,4
West Bengal,Siliguri G.R.P.,2001,2,2
West Bengal,Uttar Dinajpur,2001,36,21
West Bengal,Total,2001,1594,581
Andaman & Nicobar Islands,Andaman,2001,13,0
Andaman & Nicobar Islands,Nicobar,2001,0,0
Andaman & Nicobar Islands,Total,2001,13,0
Chandigarh,Chandigarh,2001,15,6
Chandigarh,Total,2001,15,6
Dadra & Nagar Haveli,D And N Haveli,2001,3,0
Dadra & Nagar Haveli,Total,2001,3,0
Daman & Diu,Daman,2001,6,0
Daman & Diu,Diu,2001,1,0
Daman & Diu,Total,2001,7,0
Nct Of Delhi,Central,2001,29,4
Nct Of Delhi,Delhi Ut Total,2001,547,63
Nct Of Delhi,East,2001,56,15
Nct Of Delhi,G.R.P.(Rly),2001,11,0
Nct Of Delhi,I.G.I. Airport,2001,2,1
Nct Of Delhi,New Delhi,2001,11,0
Nct Of Delhi,North,2001,28,5
Nct Of Delhi,North East,2001,62,5
Nct Of Delhi,North West,2001,134,13
Nct Of Delhi,S.T.F.,2001,0,0
Nct Of Delhi,South,2001,83,7
Nct Of Delhi,South West,2001,61,1
Nct Of Delhi,West,2001,70,12
Lakshadweep,Lakshadweep,2001,1,0
Lakshadweep,Total,2001,1,0
Pondicherry,Pondicherry,2001,25,1
Pondicherry,Total,2001,25,1
Andhra Pradesh,Adilabad,2002,100,17
Andhra Pradesh,Anantapur,2002,166,7
Andhra Pradesh,Chittoor,2002,105,5
Andhra Pradesh,Cuddapah,2002,91,9
Andhra Pradesh,East Godavari,2002,97,2
Andhra Pradesh,Guntakal Rly.,2002,0,0
Andhra Pradesh,Guntur,2002,143,1
Andhra Pradesh,Hyderabad City,2002,117,3
Andhra Pradesh,Karimnagar,2002,160,6
Andhra Pradesh,Khammam,2002,106,1
Andhra Pradesh,Krishna,2002,92,3
Andhra Pradesh,Kurnool,2002,124,1
Andhra Pradesh,Mahaboobnagar,2002,171,31
Andhra Pradesh,Medak,2002,103,20
Andhra Pradesh,Nalgonda,2002,109,8
Andhra Pradesh,Nellore,2002,84,4
Andhra Pradesh,Nizamabad,2002,93,12
Andhra Pradesh,Prakasham,2002,67,2
Andhra Pradesh,Ranga Reddy,2002,214,12
Andhra Pradesh,Secunderabad Rly.,2002,12,1
Andhra Pradesh,Srikakulam,2002,27,2
Andhra Pradesh,Vijayawada,2002,39,3
Andhra Pradesh,Vijayawada Rly.,2002,3,0
Andhra Pradesh,Visakha Rural,2002,54,0
Andhra Pradesh,Visakhapatnam,2002,20,1
Andhra Pradesh,Vizianagaram,2002,28,1
Andhra Pradesh,Warangal,2002,131,11
Andhra Pradesh,West Godavari,2002,69,2
Andhra Pradesh,Total,2002,2525,165
Arunachal Pradesh,Changlang,2002,9,1
Arunachal Pradesh,Dibang Valley,2002,6,0
Arunachal Pradesh,Kameng East,2002,3,0
Arunachal Pradesh,Kameng West,2002,3,0
Arunachal Pradesh,Lohit,2002,14,0
Arunachal Pradesh,Papum Pare,2002,3,1
Arunachal Pradesh,Siang East,2002,3,0
Arunachal Pradesh,Siang Upper,2002,0,0
Arunachal Pradesh,Siang West,2002,4,3
Arunachal Pradesh,Subansiri Lower,2002,8,0
Arunachal Pradesh,Subansiri Upper,2002,5,0
Arunachal Pradesh,Tawang,2002,0,1
Arunachal Pradesh,Tirap,2002,3,0
Arunachal Pradesh,Total,2002,61,6
Assam,Barpeta,2002,43,2
Assam,Bongaigaon,2002,47,0
Assam,C.I.D.,2002,0,0
Assam,Cachar,2002,57,0
Assam,Darrang,2002,31,2
Assam,Dhemaji,2002,30,0
Assam,Dhubri,2002,60,1
Assam,Dibrugarh,2002,97,2
Assam,G.R.P.,2002,6,0
Assam,Goalpara,2002,24,1
Assam,Golaghat,2002,57,4
Assam,Guwahati City,2002,60,20
Assam,Hailakandi,2002,26,1
Assam,Jorhat,2002,37,4
Assam,Kamrup,2002,34,8
Assam,Karbi Anglong,2002,41,1
Assam,Karimganj,2002,43,0
Assam,Kokrajhar,2002,62,0
Assam,Lakhimpur,2002,26,1
Assam,Morigaon,2002,23,1
Assam,N.C.Hills,2002,25,0
Assam,Nagaon,2002,78,3
Assam,Nalbari,2002,47,0
Assam,R.P.O.,2002,0,0
Assam,Sibsagar,2002,75,1
Assam,Sonitpur,2002,109,1
Assam,Tinsukia,2002,115,2
Assam,Total,2002,1253,55
Bihar,Araria,2002,61,2
Bihar,Arwal,2002,44,8
Bihar,Aurangabad,2002,96,0
Bihar,Bagaha,2002,27,11
Bihar,Banka,2002,100,3
Bihar,Begusarai,2002,138,5
Bihar,Bettiah,2002,100,10
Bihar,Bhabhua,2002,48,6
Bihar,Bhagalpur,2002,107,4
Bihar,Bhojpur,2002,147,1
Bihar,Buxar,2002,60,16
Bihar,Darbhanga,2002,72,17
Bihar,Gaya,2002,218,8
Bihar,Gopalganj,2002,69,5
Bihar,Jamalpur Rly.,2002,6,2
Bihar,Jamui,2002,56,3
Bihar,Jehanabad,2002,73,1
Bihar,Katihar,2002,67,5
Bihar,Katihar Rly.,2002,14,0
Bihar,Khagaria,2002,66,6
Bihar,Kishanganj,2002,30,1
Bihar,Lakhisarai,2002,67,2
Bihar,Madhepura,2002,50,3
Bihar,Madhubani,2002,66,92
Bihar,Motihari,2002,97,19
Bihar,Munger,2002,63,0
Bihar,Muzaffarpur,2002,130,23
Bihar,Muzaffarpur Rly.,2002,18,1
Bihar,Nalanda,2002,175,17
Bihar,Naugachia,2002,35,9
Bihar,Nawadah,2002,69,23
Bihar,Patna,2002,472,30
Bihar,Patna Rly.,2002,29,0
Bihar,Purnea,2002,96,4
Bihar,Rohtas,2002,132,5
Bihar,Saharsa,2002,39,4
Bihar,Samastipur,2002,119,19
Bihar,Saran,2002,100,0
Bihar,Sheikhpura,2002,33,2
Bihar,Sheohar,2002,10,0
Bihar,Sitamarhi,2002,54,1
Bihar,Siwan,2002,117,9
Bihar,Supaul,2002,43,0
Bihar,Vaishali,2002,99,19
Bihar,Total,2002,3712,396
Chhattisgarh,Balrampur,2002,30,0
Chhattisgarh,Bilaspur,2002,56,9
Chhattisgarh,Bizapur,2002,19,0
Chhattisgarh,Dantewara,2002,59,0
Chhattisgarh,Dhamtari,2002,16,0
Chhattisgarh,Durg,2002,72,0
Chhattisgarh,Grp Raipur,2002,2,0
Chhattisgarh,Jagdalpur,2002,70,0
Chhattisgarh,Janjgir,2002,43,0
Chhattisgarh,Jashpur,2002,54,2
Chhattisgarh,Kabirdham,2002,18,1
Chhattisgarh,Kanker,2002,35,0
Chhattisgarh,Korba,2002,40,0
Chhattisgarh,Koriya,2002,21,1
Chhattisgarh,Mahasamund,2002,15,4
Chhattisgarh,Raigarh,2002,56,0
Chhattisgarh,Raipur,2002,86,3
Chhattisgarh,Rajnandgaon,2002,51,0
Chhattisgarh,Sarguja,2002,101,4
Chhattisgarh,Total,2002,844,24
Goa,North Goa,2002,18,3
Goa,South Goa,2002,12,1
Goa,Total,2002,30,4
Gujarat,Ahmedabad Commr.,2002,222,0
Gujarat,Ahmedabad Rural,2002,63,0
Gujarat,Ahwa-Dang,2002,6,0
Gujarat,Amreli,2002,21,1
Gujarat,Anand,2002,48,1
Gujarat,Bharuch,2002,47,0
Gujarat,Bhavnagar,2002,59,1
Gujarat,Dahod,2002,64,2
Gujarat,Gandhinagar,2002,31,0
Gujarat,Himatnagar,2002,71,0
Gujarat,Jamnagar,2002,39,0
Gujarat,Junagadh,2002,55,0
Gujarat,Kheda North,2002,56,1
Gujarat,Kutch,2002,35,4
Gujarat,Mehsana,2002,49,0
Gujarat,Narmada,2002,16,0
Gujarat,Navsari,2002,26,0
Gujarat,Palanpur,2002,38,0
Gujarat,Panchmahal,2002,83,0
Gujarat,Patan,2002,24,0
Gujarat,Porbandar,2002,7,2
Gujarat,Rajkot Commr.,2002,35,0
Gujarat,Rajkot Rural,2002,41,1
Gujarat,Surat Commr.,2002,81,0
Gujarat,Surat Rural,2002,78,0
Gujarat,Surendranagar,2002,40,0
Gujarat,Vadodara Commr.,2002,56,0
Gujarat,Vadodara Rural,2002,81,0
Gujarat,Valsad,2002,39,0
Gujarat,W.Rly,2002,21,0
Gujarat,Total,2002,1532,13
Haryana,Ambala,2002,25,7
Haryana,Bhiwani,2002,35,5
Haryana,Faridabad,2002,57,7
Haryana,Fatehabad,2002,16,5
Haryana,Grp,2002,25,2
Haryana,Gurgaon,2002,66,15
Haryana,Hissar,2002,52,2
Haryana,Jhajjar,2002,41,3
Haryana,Jind,2002,33,12
Haryana,Kaithal,2002,26,9
Haryana,Karnal,2002,39,5
Haryana,Kurukshetra,2002,31,4
Haryana,Mahendragarh,2002,21,2
Haryana,Panchkula,2002,7,1
Haryana,Panipat,2002,46,4
Haryana,Rewari,2002,21,1
Haryana,Rohtak,2002,63,0
Haryana,Sirsa,2002,43,4
Haryana,Sonipat,2002,82,1
Haryana,Yamunanagar,2002,31,0
Haryana,Total,2002,760,89
Himachal Pradesh,Bilaspur,2002,11,1
Himachal Pradesh,Chamba,2002,15,0
Himachal Pradesh,G.R.P.,2002,0,0
Himachal Pradesh,Hamirpur,2002,8,1
Himachal Pradesh,Kangra,2002,28,1
Himachal Pradesh,Kinnaur,2002,2,0
Himachal Pradesh,Kullu,2002,8,1
Himachal Pradesh,Lahaul-Spiti,2002,2,0
Himachal Pradesh,Mandi,2002,5,2
Himachal Pradesh,Shimla,2002,15,0
Himachal Pradesh,Sirmaur,2002,9,0
Himachal Pradesh,Solan,2002,7,0
Himachal Pradesh,Una,2002,13,0
Himachal Pradesh,Total,2002,123,6
Jammu & Kashmir,Anantnag,2002,86,2
Jammu & Kashmir,Awantipora,2002,26,0
Jammu & Kashmir,Baramulla,2002,121,2
Jammu & Kashmir,Border,2002,7,1
Jammu & Kashmir,Budgam,2002,46,2
Jammu & Kashmir,Crime Jammu,2002,1,0
Jammu & Kashmir,Crime Srinagar,2002,1,0
Jammu & Kashmir,Doda,2002,105,0
Jammu & Kashmir,Ganderbal,2002,22,1
Jammu & Kashmir,Handwara,2002,47,5
Jammu & Kashmir,Jammu,2002,23,8
Jammu & Kashmir,Kargil,2002,0,0
Jammu & Kashmir,Kathua,2002,15,1
Jammu & Kashmir,Kulgam,2002,41,1
Jammu & Kashmir,Kupwara,2002,56,0
Jammu & Kashmir,Leh,2002,6,0
Jammu & Kashmir,Poonch,2002,84,0
Jammu & Kashmir,Pulwama,2002,55,2
Jammu & Kashmir,Railways,2002,2,0
Jammu & Kashmir,Rajouri,2002,97,0
Jammu & Kashmir,Ramban,2002,62,0
Jammu & Kashmir,Reasi,2002,45,2
Jammu & Kashmir,Srinagar,2002,86,4
Jammu & Kashmir,Udhampur,2002,14,0
Jammu & Kashmir,Total,2002,1048,31
Jharkhand,Bokaro,2002,58,2
Jharkhand,Chaibasa,2002,134,38
Jharkhand,Chatra,2002,31,0
Jharkhand,Deoghar,2002,36,4
Jharkhand,Dhanbad,2002,88,13
Jharkhand,Dhanbad Rly.,2002,5,0
Jharkhand,Dumka,2002,67,4
Jharkhand,Garhwa,2002,39,3
Jharkhand,Giridih,2002,72,4
Jharkhand,Godda,2002,31,0
Jharkhand,Gumla,2002,108,8
Jharkhand,Hazaribagh,2002,86,11
Jharkhand,Jamshedpur,2002,81,9
Jharkhand,Jamshedpur Rly.,2002,2,0
Jharkhand,Jamtara,2002,18,2
Jharkhand,Koderma,2002,30,0
Jharkhand,Latehar,2002,43,2
Jharkhand,Lohardagga,2002,44,1
Jharkhand,Pakur,2002,37,4
Jharkhand,Palamu,2002,69,3
Jharkhand,Ranchi,2002,270,0
Jharkhand,Sahebganj,2002,45,2
Jharkhand,Saraikela,2002,51,2
Jharkhand,Simdega,2002,43,3
Jharkhand,Total,2002,1488,115
Karnataka,Bagalkot,2002,51,2
Karnataka,Bangalore Commr.,2002,201,4
Karnataka,Bangalore Rural,2002,153,7
Karnataka,Belgaum,2002,113,1
Karnataka,Bellary,2002,62,0
Karnataka,Bidar,2002,49,0
Karnataka,Bijapur,2002,62,2
Karnataka,Chamarajnagar,2002,29,0
Karnataka,Chickmagalur,2002,36,2
Karnataka,Chitradurga,2002,37,1
Karnataka,Dakshin Kannada,2002,26,0
Karnataka,Davanagere,2002,57,7
Karnataka,Dharwad Commr.,2002,17,0
Karnataka,Dharwad Rural,2002,35,0
Karnataka,Gadag,2002,15,0
Karnataka,Gulbarga,2002,79,7
Karnataka,Hassan,2002,74,1
Karnataka,Haveri,2002,18,2
Karnataka,K.G.F.,2002,14,0
Karnataka,Kodagu,2002,35,2
Karnataka,Kolar,2002,73,1
Karnataka,Koppal,2002,19,0
Karnataka,Mandya,2002,61,0
Karnataka,Mysore Commr.,2002,22,1
Karnataka,Mysore Rural,2002,62,1
Karnataka,Raichur,2002,59,7
Karnataka,Railways,2002,14,0
Karnataka,Shimoga,2002,53,2
Karnataka,Tumkur,2002,58,4
Karnataka,Udupi,2002,15,0
Karnataka,Uttar Kannada,2002,28,1
Karnataka,Total,2002,1627,55
Kerala,Alapuzha,2002,18,1
Kerala,Cbcid,2002,15,2
Kerala,Ernakulam,2002,36,18
Kerala,Idukki,2002,32,2
Kerala,Kannur,2002,28,7
Kerala,Kasargod,2002,20,6
Kerala,Kollam,2002,41,59
Kerala,Kottayam,2002,20,7
Kerala,Kozhikode,2002,21,18
Kerala,Malappuram,2002,26,14
Kerala,Palakkad,2002,51,10
Kerala,Pathanamthitta,2002,28,15
Kerala,Railways,2002,0,0
Kerala,Thrissur,2002,52,42
Kerala,Trivandrum,2002,58,9
Kerala,Wayanadu,2002,8,0
Kerala,Total,2002,454,210
Madhya Pradesh,Balaghat,2002,69,3
Madhya Pradesh,Barwani,2002,37,0
Madhya Pradesh,Betul,2002,65,0
Madhya Pradesh,Bhind,2002,72,2
Madhya Pradesh,Bhopal,2002,62,0
Madhya Pradesh,Bhopal Rly.,2002,7,0
Madhya Pradesh,Chhatarpur,2002,70,1
Madhya Pradesh,Chhindwara,2002,81,4
Madhya Pradesh,Damoh,2002,49,0
Madhya Pradesh,Datiya,2002,54,0
Madhya Pradesh,Dewas,2002,53,0
Madhya Pradesh,Dhar,2002,90,0
Madhya Pradesh,Dindori,2002,26,0
Madhya Pradesh,Guna,2002,64,9
Madhya Pradesh,Gwalior,2002,102,3
Madhya Pradesh,Harda,2002,18,0
Madhya Pradesh,Hoshangabad,2002,48,97
Madhya Pradesh,Indore,2002,109,1
Madhya Pradesh,Indore Rly.,2002,3,0
Madhya Pradesh,Jabalpur,2002,73,4
Madhya Pradesh,Jabalpur Rly.,2002,2,0
Madhya Pradesh,Jhabua,2002,133,0
Madhya Pradesh,Katni,2002,40,2
Madhya Pradesh,Khandwa,2002,33,0
Madhya Pradesh,Khargon,2002,37,43
Madhya Pradesh,Mandla,2002,21,0
Madhya Pradesh,Mandsaur,2002,34,0
Madhya Pradesh,Morena,2002,62,3
Madhya Pradesh,Narsinghpur,2002,48,2
Madhya Pradesh,Neemuch,2002,19,2
Madhya Pradesh,Panna,2002,35,1
Madhya Pradesh,Raisen,2002,34,0
Madhya Pradesh,Rajgarh,2002,36,0
Madhya Pradesh,Ratlam,2002,36,1
Madhya Pradesh,Rewa,2002,68,1
Madhya Pradesh,Sagar,2002,81,0
Madhya Pradesh,Satna,2002,62,0
Madhya Pradesh,Seoni,2002,40,2
Madhya Pradesh,Shahdol,2002,51,1
Madhya Pradesh,Shajapur,2002,42,4
Madhya Pradesh,Sheopur,2002,20,0
Madhya Pradesh,Shivpuri,2002,71,0
Madhya Pradesh,Sidhi,2002,48,3
Madhya Pradesh,Sihore,2002,21,2
Madhya Pradesh,Tikamgarh,2002,45,3
Madhya Pradesh,Ujjain,2002,54,0
Madhya Pradesh,Umariya,2002,28,0
Madhya Pradesh,Vidisha,2002,42,0
Madhya Pradesh,Total,2002,2395,194
Maharashtra,Ahmednagar,2002,82,6
Maharashtra,Akola,2002,59,0
Maharashtra,Amravati Commr.,2002,27,1
Maharashtra,Amravati Rural,2002,58,3
Maharashtra,Aurangabad Commr.,2002,32,0
Maharashtra,Aurangabad Rural,2002,50,0
Maharashtra,Beed,2002,69,0
Maharashtra,Bhandara,2002,36,2
Maharashtra,Buldhana,2002,50,2
Maharashtra,Chandrapur,2002,52,6
Maharashtra,Dhule,2002,46,1
Maharashtra,Gadchiroli,2002,51,4
Maharashtra,Gondia,2002,44,0
Maharashtra,Hingoli,2002,32,1
Maharashtra,Jalgaon,2002,81,2
Maharashtra,Jalna,2002,48,1
Maharashtra,Kolhapur,2002,65,3
Maharashtra,Latur,2002,39,2
Maharashtra,Mumbai,2002,252,7
Maharashtra,Mumbai Rly.,2002,3,0
Maharashtra,Nagpur Commr.,2002,98,0
Maharashtra,Nagpur Rly.,2002,7,1
Maharashtra,Nagpur Rural,2002,95,1
Maharashtra,Nanded,2002,83,0
Maharashtra,Nandurbar,2002,26,0
Maharashtra,Nasik Commr.,2002,25,2
Maharashtra,Nasik Rural,2002,90,1
Maharashtra,Navi Mumbai,2002,48,1
Maharashtra,Osmanabad,2002,46,3
Maharashtra,Parbhani,2002,55,0
Maharashtra,Pune Commr.,2002,95,0
Maharashtra,Pune Rly.,2002,1,0
Maharashtra,Pune Rural,2002,141,7
Maharashtra,Raigad,2002,43,0
Maharashtra,Ratnagiri,2002,26,0
Maharashtra,Sangli,2002,97,0
Maharashtra,Satara,2002,83,4
Maharashtra,Sindhudurg,2002,18,0
Maharashtra,Solapur Commr.,2002,27,2
Maharashtra,Solapur Rural,2002,79,2
Maharashtra,Thane Commr.,2002,128,0
Maharashtra,Thane Rural,2002,122,21
Maharashtra,Wardha,2002,49,5
Maharashtra,Washim,2002,34,0
Maharashtra,Yavatmal,2002,76,2
Maharashtra,Total,2002,2768,93
Manipur,Bishnupur,2002,24,0
Manipur,Chandel,2002,9,0
Manipur,Churachandpur,2002,30,0
Manipur,Imphal(East),2002,24,3
Manipur,Imphal(West),2002,32,0
Manipur,Senapati,2002,13,0
Manipur,Tamenglong,2002,3,0
Manipur,Thoubal,2002,27,0
Manipur,Ukhrul,2002,3,0
Manipur,Total,2002,165,3
Meghalaya,Garo Hills East,2002,10,0
Meghalaya,Garo Hills South,2002,10,0
Meghalaya,Garo Hills West,2002,17,0
Meghalaya,Jaintia Hills,2002,39,0
Meghalaya,Khasi Hills East,2002,48,3
Meghalaya,Khasi Hills West,2002,16,0
Meghalaya,Ri-Bhoi,2002,27,0
Meghalaya,Total,2002,167,3
Mizoram,Aizawl,2002,5,0
Mizoram,Champhai,2002,6,0
Mizoram,Kolasib,2002,4,1
Mizoram,Lawngtlai,2002,3,0
Mizoram,Lunglei,2002,2,0
Mizoram,Mamit,2002,1,0
Mizoram,Saiha,2002,2,3
Mizoram,Serchhip,2002,6,1
Mizoram,Total,2002,29,5
Nagaland,Dimapur,2002,32,1
Nagaland,Kiphire,2002,1,0
Nagaland,Kohima,2002,25,0
Nagaland,Mokokchung,2002,11,1
Nagaland,Mon,2002,1,0
Nagaland,Peren,2002,4,0
Nagaland,Phek,2002,5,3
Nagaland,Tuensang,2002,6,0
Nagaland,Wokha,2002,6,0
Nagaland,Zunheboto,2002,9,0
Nagaland,Total,2002,100,5
Orissa,Angul,2002,40,2
Orissa,Balasore,2002,23,0
Orissa,Baragarh,2002,22,2
Orissa,Berhampur,2002,30,2
Orissa,Bhadrak,2002,26,5
Orissa,Bolangir,2002,33,14
Orissa,Boudh,2002,12,0
Orissa,Cuttack,2002,47,0
Orissa,Deogarh,2002,12,0
Orissa,Dhenkanal,2002,28,1
Orissa,Gajapati,2002,6,0
Orissa,Ganjam,2002,76,5
Orissa,Jagatsinghpur,2002,16,4
Orissa,Jajpur,2002,22,0
Orissa,Jharsuguda,2002,17,1
Orissa,Kalahandi,2002,22,0
Orissa,Kandhamal,2002,19,2
Orissa,Kendrapara,2002,19,0
Orissa,Keonjhar,2002,74,4
Orissa,Khurda,2002,63,0
Orissa,Koraput,2002,47,1
Orissa,Malkangir,2002,36,3
Orissa,Mayurbhanj,2002,83,2
Orissa,Nayagarh,2002,28,0
Orissa,Nowrangpur,2002,25,3
Orissa,Nuapada,2002,15,0
Orissa,Puri,2002,47,2
Orissa,Rayagada,2002,18,0
Orissa,Rourkela,2002,28,3
Orissa,Sambalpur,2002,41,0
Orissa,Sonepur,2002,7,0
Orissa,Srp(Cuttack),2002,0,0
Orissa,Srp(Rourkela),2002,6,0
Orissa,Sundargarh,2002,87,2
Orissa,Total,2002,1075,58
Punjab,Amritsar,2002,51,4
Punjab,Barnala,2002,10,0
Punjab,Batala,2002,30,4
Punjab,Bhatinda,2002,34,2
Punjab,Faridkot,2002,12,1
Punjab,Fatehgarh Sahib,2002,14,1
Punjab,Ferozepur,2002,39,4
Punjab,G.R.P,2002,5,0
Punjab,Gurdaspur,2002,26,4
Punjab,Hoshiarpur,2002,31,2
Punjab,Jagraon,2002,15,3
Punjab,Jalandhar,2002,59,6
Punjab,Kapurthala,2002,32,4
Punjab,Khanna,2002,21,2
Punjab,Ludhiana,2002,68,14
Punjab,Majitha,2002,28,9
Punjab,Mansa,2002,25,1
Punjab,Moga,2002,27,4
Punjab,Muktsar,2002,18,1
Punjab,Nawan Shahr,2002,22,1
Punjab,Patiala,2002,46,4
Punjab,Ropar,2002,27,3
Punjab,Sangrur,2002,42,0
Punjab,Tarn Taran,2002,51,5
Punjab,Total,2002,733,79
Rajasthan,Ajmer,2002,48,3
Rajasthan,Alwar,2002,82,0
Rajasthan,Banswara,2002,40,1
Rajasthan,Baran,2002,30,0
Rajasthan,Barmer,2002,18,0
Rajasthan,Bharatpur,2002,87,4
Rajasthan,Bhilwara,2002,30,4
Rajasthan,Bikaner,2002,40,0
Rajasthan,Bundi,2002,21,9
Rajasthan,Chittorgarh,2002,46,1
Rajasthan,Churu,2002,26,0
Rajasthan,Dausa,2002,21,2
Rajasthan,Dholpur,2002,42,0
Rajasthan,Dungarpur,2002,24,1
Rajasthan,G.R.P.,2002,5,1
Rajasthan,Ganganagar,2002,63,0
Rajasthan,Hanumangarh,2002,65,1
Rajasthan,Jaipur,2002,85,10
Rajasthan,Jaisalmer,2002,7,0
Rajasthan,Jalore,2002,19,2
Rajasthan,Jhalawar,2002,44,5
Rajasthan,Jhunjhunu,2002,44,0
Rajasthan,Jodhpur,2002,38,2
Rajasthan,Karauli,2002,19,1
Rajasthan,Kota,2002,56,4
Rajasthan,Nagaur,2002,43,4
Rajasthan,Pali,2002,32,2
Rajasthan,Rajsamand,2002,18,0
Rajasthan,Sawai Madhopur,2002,27,1
Rajasthan,Sikar,2002,41,5
Rajasthan,Sirohi,2002,28,0
Rajasthan,Tonk,2002,22,1
Rajasthan,Udaipur,2002,65,4
Rajasthan,Total,2002,1276,68
Sikkim,East,2002,6,1
Sikkim,North,2002,1,1
Sikkim,South,2002,2,0
Sikkim,West,2002,4,0
Sikkim,Total,2002,13,2
Tamil Nadu,Chengai,2002,67,0
Tamil Nadu,Chennai,2002,90,5
Tamil Nadu,Chennai Rly.,2002,10,0
Tamil Nadu,Coimbatore Rural,2002,83,1
Tamil Nadu,Coimbatore Urban,2002,16,0
Tamil Nadu,Cuddalore,2002,65,8
Tamil Nadu,Dharmapuri,2002,94,2
Tamil Nadu,Dindigul,2002,61,0
Tamil Nadu,Erode,2002,59,1
Tamil Nadu,Kanchipuram,2002,48,0
Tamil Nadu,Kanyakumari,2002,33,0
Tamil Nadu,Karur,2002,29,0
Tamil Nadu,Madurai Rural,2002,65,0
Tamil Nadu,Madurai Urban,2002,22,0
Tamil Nadu,Nagapattinam,2002,48,0
Tamil Nadu,Namakkal,2002,43,0
Tamil Nadu,Nilgiris,2002,21,0
Tamil Nadu,Perambalur,2002,41,5
Tamil Nadu,Pudukottai,2002,34,1
Tamil Nadu,Ramnathapuram,2002,37,0
Tamil Nadu,Salem Rural,2002,79,2
Tamil Nadu,Salem Urban,2002,24,0
Tamil Nadu,Sivagangai,2002,36,0
Tamil Nadu,Thanjavur,2002,56,0
Tamil Nadu,Theni,2002,23,0
Tamil Nadu,Thirunelveli Rural,2002,80,3
Tamil Nadu,Thirunelveli Urban,2002,23,0
Tamil Nadu,Thiruvallur,2002,41,0
Tamil Nadu,Thiruvannamalai,2002,35,0
Tamil Nadu,Thiruvarur,2002,30,1
Tamil Nadu,Thoothugudi,2002,72,1
Tamil Nadu,Trichy Rly.,2002,2,0
Tamil Nadu,Trichy Rural,2002,46,0
Tamil Nadu,Trichy Urban,2002,21,0
Tamil Nadu,Vellore,2002,61,3
Tamil Nadu,Villupuram,2002,76,2
Tamil Nadu,Virudhunagar,2002,52,1
Tamil Nadu,Total,2002,1723,36
Tripura,Dhalai,2002,29,0
Tripura,North,2002,28,0
Tripura,South,2002,31,1
Tripura,West,2002,113,0
Tripura,Total,2002,201,1
Uttar Pradesh,Agra,2002,158,28
Uttar Pradesh,Aligarh,2002,178,21
Uttar Pradesh,Allahabad,2002,146,34
Uttar Pradesh,Ambedkar Nagar,2002,55,15
Uttar Pradesh,Auraiya,2002,56,8
Uttar Pradesh,Azamgarh,2002,111,24
Uttar Pradesh,Badaun,2002,206,35
Uttar Pradesh,Baghpat,2002,95,4
Uttar Pradesh,Bahraich,2002,59,21
Uttar Pradesh,Ballia,2002,43,18
Uttar Pradesh,Balrampur,2002,25,14
Uttar Pradesh,Banda,2002,75,17
Uttar Pradesh,Barabanki,2002,78,18
Uttar Pradesh,Bareilly,2002,237,30
Uttar Pradesh,Basti,2002,46,22
Uttar Pradesh,Bijnor,2002,107,17
Uttar Pradesh,Bulandshahar,2002,217,21
Uttar Pradesh,Chandoli,2002,27,9
Uttar Pradesh,Chitrakoot Dham,2002,25,8
Uttar Pradesh,Deoria,2002,39,21
Uttar Pradesh,Etah,2002,210,15
Uttar Pradesh,Etawah,2002,85,5
Uttar Pradesh,Faizabad,2002,62,15
Uttar Pradesh,Fatehgarh,2002,96,15
Uttar Pradesh,Fatehpur,2002,91,28
Uttar Pradesh,Firozabad,2002,138,16
Uttar Pradesh,G.R.P.,2002,30,3
Uttar Pradesh,Gautambudh Nagar,2002,72,12
Uttar Pradesh,Ghaziabad,2002,231,18
Uttar Pradesh,Ghazipur,2002,55,27
Uttar Pradesh,Gonda,2002,23,24
Uttar Pradesh,Gorakhpur,2002,112,31
Uttar Pradesh,Hamirpur,2002,62,13
Uttar Pradesh,Hardoi,2002,135,27
Uttar Pradesh,Hathras,2002,76,9
Uttar Pradesh,J.P.Nagar,2002,85,6
Uttar Pradesh,Jalaun,2002,79,8
Uttar Pradesh,Jaunpur,2002,51,28
