statename,distname,YEAR,KIDNAPPING & ABDUCTION,DACOITY,ROBBERY,THEFT,AUTO THEFT
Rajasthan,Ganganagar,2001,79,2,14,408,93
Rajasthan,Hanumangarh,2001,49,2,12,348,82
Rajasthan,Jaipur,2001,247,7,79,3207,1036
Rajasthan,Jaisalmer,2001,8,0,4,142,4
Rajasthan,Jalore,2001,32,2,11,156,19
Rajasthan,Jhalawar,2001,89,2,45,383,67
Rajasthan,Jhunjhunu,2001,45,3,6,392,67
Rajasthan,Jodhpur,2001,78,1,43,831,269
Rajasthan,Karauli,2001,72,0,12,298,66
Rajasthan,Kota,2001,146,2,86,1213,444
Rajasthan,Nagaur,2001,59,2,23,407,87
Rajasthan,Pali,2001,77,0,14,294,70
Rajasthan,Rajsamand,2001,63,2,7,191,68
Rajasthan,Sawai Madhopur,2001,62,1,31,310,85
Rajasthan,Sikar,2001,48,0,14,379,72
Rajasthan,Sirohi,2001,24,0,16,122,20
Rajasthan,Tonk,2001,68,1,19,298,73
Rajasthan,Udaipur,2001,161,0,42,545,170
Rajasthan,Total,2001,2718,60,889,16939,4324
Sikkim,East,2001,4,0,2,50,4
Sikkim,North,2001,0,0,0,3,0
Sikkim,South,2001,1,0,0,9,0
Sikkim,West,2001,1,0,1,12,2
Sikkim,Total,2001,6,0,3,74,6
Tamil Nadu,Ariyalur,2001,25,0,3,124,45
Tamil Nadu,Chengai,2001,8,9,52,933,268
Tamil Nadu,Chennai,2001,40,12,127,2167,433
Tamil Nadu,Chennai Rly.,2001,0,1,8,154,0
Tamil Nadu,Coimbatore Rural,2001,38,11,41,1008,395
Tamil Nadu,Coimbatore Urban,2001,14,4,15,952,348
Tamil Nadu,Cuddalore,2001,21,4,33,547,159
Tamil Nadu,Dharmapuri,2001,35,7,22,427,185
Tamil Nadu,Dindigul,2001,49,4,13,479,173
Tamil Nadu,Erode,2001,45,10,13,662,267
Tamil Nadu,Kanchipuram,2001,13,8,10,494,92
Tamil Nadu,Kanyakumari,2001,13,1,4,260,51
Tamil Nadu,Karur,2001,11,4,9,226,110
Tamil Nadu,Madurai Rural,2001,30,13,42,351,88
Tamil Nadu,Madurai Urban,2001,26,5,33,803,248
Tamil Nadu,Nagapattinam,2001,29,1,2,318,94
Tamil Nadu,Namakkal,2001,16,1,6,153,71
Tamil Nadu,Nilgiris,2001,5,0,5,102,12
Tamil Nadu,Perambalur,2001,13,3,2,47,20
Tamil Nadu,Pudukottai,2001,27,2,5,238,79
Tamil Nadu,Ramnathapuram,2001,26,3,4,172,16
Tamil Nadu,Salem Rural,2001,35,3,8,192,78
Tamil Nadu,Salem Urban,2001,10,3,20,467,219
Tamil Nadu,Sivagangai,2001,16,4,10,328,50
Tamil Nadu,Thanjavur,2001,55,3,16,435,95
Tamil Nadu,Theni,2001,18,5,9,240,27
Tamil Nadu,Thirunelveli Rural,2001,66,3,27,560,35
Tamil Nadu,Thirunelveli Urban,2001,15,2,10,227,33
Tamil Nadu,Thiruvallur,2001,24,2,11,226,30
Tamil Nadu,Thiruvannamalai,2001,40,1,14,402,59
Tamil Nadu,Thiruvarur,2001,30,0,6,182,41
Tamil Nadu,Thoothugudi,2001,38,4,34,484,57
Tamil Nadu,Trichy Rly.,2001,0,0,1,40,3
Tamil Nadu,Trichy Rural,2001,19,1,0,213,90
Tamil Nadu,Trichy Urban,2001,11,0,6,504,147
Tamil Nadu,Vellore,2001,16,10,25,744,225
Tamil Nadu,Villupuram,2001,53,8,7,339,72
Tamil Nadu,Virudhunagar,2001,22,6,19,509,63
Tamil Nadu,Total,2001,952,158,672,16709,4478
Tripura,Dhalai,2001,15,1,4,7,0
Tripura,North,2001,19,4,19,47,0
Tripura,South,2001,20,3,8,37,4
Tripura,West,2001,39,18,32,168,2
Tripura,Total,2001,93,26,63,259,6
Uttar Pradesh,Agra,2001,203,50,171,1181,509
Uttar Pradesh,Aligarh,2001,123,39,182,727,219
Uttar Pradesh,Allahabad,2001,96,13,81,850,176
Uttar Pradesh,Ambedkar Nagar,2001,29,4,22,116,9
Uttar Pradesh,Auraiya,2001,61,9,24,82,10
Uttar Pradesh,Azamgarh,2001,45,7,80,187,32
Uttar Pradesh,Badaun,2001,82,26,67,306,14
Uttar Pradesh,Baghpat,2001,31,17,54,218,34
Uttar Pradesh,Bahraich,2001,28,5,20,169,22
Uttar Pradesh,Ballia,2001,24,9,14,178,17
Uttar Pradesh,Balrampur,2001,20,3,4,81,10
Uttar Pradesh,Banda,2001,29,7,31,108,12
Uttar Pradesh,Barabanki,2001,71,22,50,349,20
Uttar Pradesh,Bareilly,2001,144,47,138,784,144
Uttar Pradesh,Basti,2001,28,4,28,171,31
Uttar Pradesh,Bijnor,2001,85,13,56,352,40
Uttar Pradesh,Bulandshahar,2001,94,20,103,459,79
Uttar Pradesh,Chandoli,2001,20,0,18,84,13
Uttar Pradesh,Chitrakoot Dham,2001,5,2,3,27,4
Uttar Pradesh,Deoria,2001,39,2,26,163,23
Uttar Pradesh,Etah,2001,118,32,79,350,51
Uttar Pradesh,Etawah,2001,93,14,32,166,44
Uttar Pradesh,Faizabad,2001,28,6,44,245,38
Uttar Pradesh,Fatehgarh,2001,63,4,18,126,16
Uttar Pradesh,Fatehpur,2001,45,11,36,132,16
Uttar Pradesh,Firozabad,2001,120,22,72,292,89
Uttar Pradesh,G.R.P.,2001,4,21,49,3141,82
Uttar Pradesh,Gautambudh Nagar,2001,42,11,47,729,330
Uttar Pradesh,Ghaziabad,2001,112,10,117,1357,656
Uttar Pradesh,Ghazipur,2001,28,2,17,107,11
Uttar Pradesh,Gonda,2001,34,15,32,161,23
Uttar Pradesh,Gorakhpur,2001,60,6,38,192,51
Uttar Pradesh,Hamirpur,2001,24,4,31,110,9
Uttar Pradesh,Hardoi,2001,75,24,50,267,25
Uttar Pradesh,Hathras,2001,50,24,64,225,16
Uttar Pradesh,J.P.Nagar,2001,47,12,37,166,16
Uttar Pradesh,Jalaun,2001,36,9,41,167,32
Uttar Pradesh,Jaunpur,2001,22,9,33,165,26
Uttar Pradesh,Jhansi,2001,42,2,35,258,82
Uttar Pradesh,Kannauj,2001,40,6,13,106,15
Uttar Pradesh,Kanpur Dehat,2001,50,14,30,140,8
Uttar Pradesh,Kanpur Nagar,2001,210,30,128,1309,636
Uttar Pradesh,Kaushambi,2001,31,3,18,144,10
Uttar Pradesh,Khiri,2001,112,19,79,492,47
Uttar Pradesh,Kushi Nagar,2001,34,2,11,107,12
Uttar Pradesh,Lalitpur,2001,5,2,6,60,8
Uttar Pradesh,Lucknow,2001,175,28,123,2202,697
Uttar Pradesh,Maharajganj,2001,19,1,7,54,7
Uttar Pradesh,Mahoba,2001,13,3,19,60,8
Uttar Pradesh,Mainpuri,2001,56,38,72,191,26
Uttar Pradesh,Mathura,2001,62,21,97,372,144
Uttar Pradesh,Mau,2001,30,4,27,117,12
Uttar Pradesh,Meerut,2001,160,35,210,1202,434
Uttar Pradesh,Mirzapur,2001,14,7,18,157,24
Uttar Pradesh,Moradabad,2001,102,20,101,607,160
Uttar Pradesh,Muzaffarnagar,2001,142,23,150,637,189
Uttar Pradesh,Pilibhit,2001,66,21,62,192,25
Uttar Pradesh,Pratapgarh,2001,43,6,44,139,17
Uttar Pradesh,Raibareilly,2001,58,3,41,304,46
Uttar Pradesh,Rampur,2001,44,11,35,266,31
Uttar Pradesh,Saharanpur,2001,75,13,65,428,133
Uttar Pradesh,Sant Kabirnagar,2001,17,0,4,39,8
Uttar Pradesh,Shahjahanpur,2001,112,15,70,340,54
Uttar Pradesh,Shrawasti,2001,21,6,13,108,2
Uttar Pradesh,Sidharthnagar,2001,24,2,10,82,11
Uttar Pradesh,Sitapur,2001,99,5,95,826,42
Uttar Pradesh,Sonbhadra,2001,9,2,10,91,14
Uttar Pradesh,St.Ravidasnagar,2001,8,2,12,100,34
Uttar Pradesh,Sultanpur,2001,47,8,42,295,39
Uttar Pradesh,Unnao,2001,97,9,74,361,28
Uttar Pradesh,Varanasi,2001,55,9,95,535,237
Uttar Pradesh,Total,2001,4330,905,3825,27011,6189
Uttarakhand,Almora,2001,1,7,7,55,5
Uttarakhand,Bageshwar,2001,4,0,4,13,0
Uttarakhand,Chamoli,2001,3,0,6,26,1
Uttarakhand,Champawat,2001,3,1,4,13,2
Uttarakhand,Dehradun,2001,54,5,31,392,157
Uttarakhand,Haridwar,2001,52,5,43,349,107
Uttarakhand,Nainital,2001,14,5,26,151,37
Uttarakhand,Pauri Garhwal,2001,7,2,18,81,12
Uttarakhand,Pithoragarh,2001,1,1,6,41,4
Uttarakhand,Rudra Prayag,2001,0,0,1,20,0
Uttarakhand,Tehri Garhwal,2001,5,0,7,37,4
Uttarakhand,Udhamsingh Nagar,2001,36,6,32,198,44
Uttarakhand,Uttarkashi,2001,3,0,6,43,1
Uttarakhand,Total,2001,183,32,191,1419,374
West Bengal,24 Parganas North,2001,81,14,56,1679,459
West Bengal,24 Parganas South,2001,53,15,33,1143,274
West Bengal,Asansol,2001,3,0,1,54,5
West Bengal,Bankura,2001,7,10,30,235,15
West Bengal,Birbhum,2001,43,7,30,350,44
West Bengal,Burdwan,2001,45,24,42,848,67
West Bengal,Coochbehar,2001,43,13,15,125,1
West Bengal,Dakshin Dinajpur,2001,31,3,7,126,9
West Bengal,Darjeeling,2001,21,8,21,467,134
West Bengal,Hooghly,2001,41,8,28,587,44
West Bengal,Howrah,2001,11,5,3,170,45
West Bengal,Howrah City,2001,17,3,16,353,163
West Bengal,Howrah G.R.P.,2001,7,5,10,673,0
West Bengal,Jalpaiguri,2001,33,36,58,486,51
West Bengal,Kolkata,2001,121,26,149,4040,1061
West Bengal,Malda,2001,38,1,9,333,29
West Bengal,Midnapur,2001,74,16,59,581,108
West Bengal,Murshidabad,2001,52,21,31,378,23
West Bengal,Nadia,2001,91,28,23,678,2
West Bengal,Purulia,2001,17,7,20,300,1
West Bengal,Sealdah G.R.P.,2001,3,2,11,276,0
West Bengal,Siliguri G.R.P.,2001,2,3,1,89,0
West Bengal,Uttar Dinajpur,2001,41,19,7,274,27
West Bengal,Total,2001,875,274,660,14245,2562
Andaman & Nicobar Islands,Andaman,2001,2,0,4,65,4
Andaman & Nicobar Islands,Nicobar,2001,0,0,0,0,0
Andaman & Nicobar Islands,Total,2001,2,0,4,65,4
Chandigarh,Chandigarh,2001,56,5,22,1529,494
Chandigarh,Total,2001,56,5,22,1529,494
Dadra & Nagar Haveli,D And N Haveli,2001,4,0,2,45,15
Dadra & Nagar Haveli,Total,2001,4,0,2,45,15
Daman & Diu,Daman,2001,5,0,0,34,20
Daman & Diu,Diu,2001,0,0,0,6,0
Daman & Diu,Total,2001,5,0,0,40,20
Nct Of Delhi,Central,2001,62,3,42,1595,560
Nct Of Delhi,Delhi Ut Total,2001,1627,48,624,19276,7894
Nct Of Delhi,East,2001,163,4,47,1651,835
Nct Of Delhi,G.R.P.(Rly),2001,7,1,11,1430,13
Nct Of Delhi,I.G.I. Airport,2001,4,0,2,52,7
Nct Of Delhi,New Delhi,2001,27,1,22,1237,341
Nct Of Delhi,North,2001,99,2,52,1364,455
Nct Of Delhi,North East,2001,157,3,74,961,500
Nct Of Delhi,North West,2001,518,14,122,2850,1429
Nct Of Delhi,S.T.F.,2001,0,0,0,0,0
Nct Of Delhi,South,2001,265,9,120,4220,1986
Nct Of Delhi,South West,2001,174,9,74,1816,772
Nct Of Delhi,West,2001,151,2,58,2100,996
Lakshadweep,Lakshadweep,2001,0,0,0,10,0
Lakshadweep,Total,2001,0,0,0,10,0
Pondicherry,Pondicherry,2001,4,1,4,528,284
Pondicherry,Total,2001,4,1,4,528,284
Andhra Pradesh,Adilabad,2002,42,7,40,226,32
Andhra Pradesh,Anantapur,2002,65,13,21,356,59
Andhra Pradesh,Chittoor,2002,67,4,14,832,200
Andhra Pradesh,Cuddapah,2002,27,1,11,205,47
Andhra Pradesh,East Godavari,2002,55,3,12,1206,213
Andhra Pradesh,Guntakal Rly.,2002,0,0,2,148,0
Andhra Pradesh,Guntur,2002,87,12,53,1182,150
Andhra Pradesh,Hyderabad City,2002,115,11,68,3777,1224
Andhra Pradesh,Karimnagar,2002,62,18,60,404,94
Andhra Pradesh,Khammam,2002,70,5,11,431,79
Andhra Pradesh,Krishna,2002,26,1,4,543,32
Andhra Pradesh,Kurnool,2002,54,8,17,308,16
Andhra Pradesh,Mahaboobnagar,2002,57,5,39,439,41
Andhra Pradesh,Medak,2002,46,18,35,356,39
Andhra Pradesh,Nalgonda,2002,46,5,18,321,45
Andhra Pradesh,Nellore,2002,67,12,23,542,68
Andhra Pradesh,Nizamabad,2002,29,13,30,338,66
Andhra Pradesh,Prakasham,2002,32,12,13,259,45
Andhra Pradesh,Ranga Reddy,2002,104,22,62,1450,452
Andhra Pradesh,Secunderabad Rly.,2002,0,0,3,350,0
Andhra Pradesh,Srikakulam,2002,10,2,2,235,13
Andhra Pradesh,Vijayawada,2002,78,3,56,2808,278
Andhra Pradesh,Vijayawada Rly.,2002,1,0,1,328,2
Andhra Pradesh,Visakha Rural,2002,7,4,4,195,0
Andhra Pradesh,Visakhapatnam,2002,15,1,7,573,173
Andhra Pradesh,Vizianagaram,2002,9,3,3,171,0
Andhra Pradesh,Warangal,2002,72,7,20,413,56
Andhra Pradesh,West Godavari,2002,59,7,19,826,120
Andhra Pradesh,Total,2002,1302,197,648,19222,3544
Arunachal Pradesh,Changlang,2002,5,2,5,25,0
Arunachal Pradesh,Dibang Valley,2002,6,2,9,20,0
Arunachal Pradesh,Kameng East,2002,4,0,3,23,0
Arunachal Pradesh,Kameng West,2002,4,0,0,15,0
Arunachal Pradesh,Lohit,2002,5,6,5,24,0
Arunachal Pradesh,Papum Pare,2002,10,7,42,94,38
Arunachal Pradesh,Siang East,2002,10,2,6,58,3
Arunachal Pradesh,Siang Upper,2002,0,0,1,7,0
Arunachal Pradesh,Siang West,2002,7,1,7,50,4
Arunachal Pradesh,Subansiri Lower,2002,4,2,8,32,4
Arunachal Pradesh,Subansiri Upper,2002,1,0,6,14,0
Arunachal Pradesh,Tawang,2002,0,0,0,13,2
Arunachal Pradesh,Tirap,2002,1,0,4,20,0
Arunachal Pradesh,Total,2002,57,22,96,395,51
Assam,Barpeta,2002,69,28,23,256,9
Assam,Bongaigaon,2002,51,26,20,80,6
Assam,C.I.D.,2002,2,0,0,0,0
Assam,Cachar,2002,93,29,18,448,3
Assam,Darrang,2002,54,12,11,119,6
Assam,Dhemaji,2002,31,7,11,83,0
Assam,Dhubri,2002,62,44,20,88,1
Assam,Dibrugarh,2002,75,19,23,309,35
Assam,G.R.P.,2002,0,2,6,62,0
Assam,Goalpara,2002,48,25,10,107,2
Assam,Golaghat,2002,68,10,37,260,31
Assam,Guwahati City,2002,184,44,83,1136,201
Assam,Hailakandi,2002,42,13,5,110,0
Assam,Jorhat,2002,36,4,14,204,8
Assam,Kamrup,2002,118,21,30,138,57
Assam,Karbi Anglong,2002,37,13,20,118,20
Assam,Karimganj,2002,38,6,4,142,8
Assam,Kokrajhar,2002,48,16,13,77,0
Assam,Lakhimpur,2002,84,2,44,283,0
Assam,Morigaon,2002,39,2,2,108,2
Assam,N.C.Hills,2002,9,2,8,45,0
Assam,Nagaon,2002,132,53,77,298,45
Assam,Nalbari,2002,50,25,31,87,1
Assam,R.P.O.,2002,1,2,0,4,0
Assam,Sibsagar,2002,57,8,22,328,47
Assam,Sonitpur,2002,114,23,35,332,8
Assam,Tinsukia,2002,53,37,40,333,6
Assam,Total,2002,1595,473,607,5555,496
Bihar,Araria,2002,91,34,36,109,10
Bihar,Arwal,2002,11,5,11,37,0
Bihar,Aurangabad,2002,19,20,26,132,2
Bihar,Bagaha,2002,49,1,11,127,0
Bihar,Banka,2002,32,38,35,92,5
Bihar,Begusarai,2002,75,15,89,253,29
Bihar,Bettiah,2002,67,29,58,274,7
Bihar,Bhabhua,2002,41,30,24,140,8
Bihar,Bhagalpur,2002,89,16,64,409,46
Bihar,Bhojpur,2002,43,35,49,247,9
Bihar,Buxar,2002,40,38,44,182,0
Bihar,Darbhanga,2002,93,42,29,225,12
Bihar,Gaya,2002,38,98,132,348,19
Bihar,Gopalganj,2002,42,13,34,120,22
Bihar,Jamalpur Rly.,2002,5,10,7,121,3
Bihar,Jamui,2002,38,8,34,106,8
Bihar,Jehanabad,2002,32,28,20,123,8
Bihar,Katihar,2002,87,29,30,157,19
Bihar,Katihar Rly.,2002,3,9,17,218,7
Bihar,Khagaria,2002,31,9,17,75,9
Bihar,Kishanganj,2002,35,15,10,82,10
Bihar,Lakhisarai,2002,34,6,15,84,9
Bihar,Madhepura,2002,32,29,41,75,11
Bihar,Madhubani,2002,50,35,20,177,2
Bihar,Motihari,2002,139,47,102,306,5
Bihar,Munger,2002,53,4,22,161,14
Bihar,Muzaffarpur,2002,167,57,122,723,101
Bihar,Muzaffarpur Rly.,2002,5,11,18,319,19
Bihar,Nalanda,2002,93,49,63,233,10
Bihar,Naugachia,2002,24,9,18,50,1
Bihar,Nawadah,2002,50,8,24,78,6
Bihar,Patna,2002,203,93,491,1763,494
Bihar,Patna Rly.,2002,5,28,15,707,16
Bihar,Purnea,2002,48,98,114,174,38
Bihar,Rohtas,2002,92,85,90,375,15
Bihar,Saharsa,2002,20,4,20,65,4
Bihar,Samastipur,2002,56,36,69,197,31
Bihar,Saran,2002,73,39,46,271,38
Bihar,Sheikhpura,2002,24,8,6,60,2
Bihar,Sheohar,2002,19,10,3,16,2
Bihar,Sitamarhi,2002,50,24,27,176,10
Bihar,Siwan,2002,57,37,108,138,30
Bihar,Supaul,2002,34,40,35,114,0
Bihar,Vaishali,2002,72,10,42,306,40
Bihar,Total,2002,2361,1289,2288,10145,1131
Chhattisgarh,Balrampur,2002,3,35,18,46,5
Chhattisgarh,Bilaspur,2002,15,1,48,595,101
Chhattisgarh,Bizapur,2002,2,14,2,13,5
Chhattisgarh,Dantewara,2002,4,2,6,66,9
Chhattisgarh,Dhamtari,2002,4,0,6,113,19
Chhattisgarh,Durg,2002,29,2,51,787,206
Chhattisgarh,Grp Raipur,2002,0,0,0,207,8
Chhattisgarh,Jagdalpur,2002,19,35,19,116,20
Chhattisgarh,Janjgir,2002,6,1,18,191,27
Chhattisgarh,Jashpur,2002,0,9,18,82,9
Chhattisgarh,Kabirdham,2002,2,1,3,57,7
Chhattisgarh,Kanker,2002,6,21,4,54,6
Chhattisgarh,Korba,2002,4,2,18,312,86
Chhattisgarh,Koriya,2002,7,0,5,134,17
Chhattisgarh,Mahasamund,2002,5,3,9,150,29
Chhattisgarh,Raigarh,2002,5,1,23,222,0
Chhattisgarh,Raipur,2002,40,5,36,699,242
Chhattisgarh,Rajnandgaon,2002,8,5,12,163,63
Chhattisgarh,Sarguja,2002,19,7,30,295,30
Chhattisgarh,Total,2002,178,144,326,4302,889
Goa,North Goa,2002,4,0,17,285,82
Goa,South Goa,2002,5,5,7,211,64
Goa,Total,2002,9,5,24,496,146
Gujarat,Ahmedabad Commr.,2002,153,219,206,4007,1950
Gujarat,Ahmedabad Rural,2002,13,8,16,235,55
Gujarat,Ahwa-Dang,2002,1,1,1,12,1
Gujarat,Amreli,2002,27,0,20,158,35
Gujarat,Anand,2002,38,10,14,359,109
Gujarat,Bharuch,2002,24,33,23,298,78
Gujarat,Bhavnagar,2002,51,9,46,500,200
Gujarat,Dahod,2002,9,76,64,120,36
Gujarat,Gandhinagar,2002,21,5,37,522,189
Gujarat,Himatnagar,2002,40,81,28,238,77
Gujarat,Jamnagar,2002,36,1,24,500,200
Gujarat,Junagadh,2002,50,9,43,531,145
Gujarat,Kheda North,2002,29,23,20,352,91
Gujarat,Kutch,2002,40,10,26,263,86
Gujarat,Mehsana,2002,41,49,52,611,121
Gujarat,Narmada,2002,5,12,1,36,5
Gujarat,Navsari,2002,11,3,14,134,74
Gujarat,Palanpur,2002,47,6,53,293,61
Gujarat,Panchmahal,2002,22,76,14,290,70
Gujarat,Patan,2002,29,9,23,215,38
Gujarat,Porbandar,2002,9,0,5,75,29
Gujarat,Rajkot Commr.,2002,40,17,25,1191,542
Gujarat,Rajkot Rural,2002,50,8,33,365,90
Gujarat,Surat Commr.,2002,63,37,64,1503,1039
Gujarat,Surat Rural,2002,19,7,18,208,71
Gujarat,Surendranagar,2002,37,13,24,224,44
Gujarat,Vadodara Commr.,2002,35,17,85,1040,586
Gujarat,Vadodara Rural,2002,45,46,18,222,41
Gujarat,Valsad,2002,21,15,18,398,130
Gujarat,W.Rly,2002,9,4,83,842,2
Gujarat,Total,2002,1015,804,1098,15742,6195
Haryana,Ambala,2002,21,0,11,331,123
Haryana,Bhiwani,2002,16,6,14,206,97
Haryana,Faridabad,2002,61,2,26,677,441
Haryana,Fatehabad,2002,22,0,18,156,64
Haryana,Grp,2002,0,1,3,203,34
Haryana,Gurgaon,2002,50,9,46,772,440
Haryana,Hissar,2002,24,3,28,402,255
Haryana,Jhajjar,2002,14,2,18,198,90
Haryana,Jind,2002,15,1,9,134,77
Haryana,Kaithal,2002,7,2,3,151,69
Haryana,Karnal,2002,16,4,14,383,185
Haryana,Kurukshetra,2002,18,2,11,321,148
Haryana,Mahendragarh,2002,19,4,5,112,40
Haryana,Panchkula,2002,19,1,5,201,77
Haryana,Panipat,2002,30,4,27,449,217
Haryana,Rewari,2002,11,4,9,152,70
Haryana,Rohtak,2002,16,4,27,359,218
Haryana,Sirsa,2002,22,2,16,229,98
Haryana,Sonipat,2002,24,5,35,319,127
Haryana,Yamunanagar,2002,22,5,5,207,85
Haryana,Total,2002,427,61,330,5962,2955
Himachal Pradesh,Bilaspur,2002,8,0,1,56,11
Himachal Pradesh,Chamba,2002,14,0,1,25,3
Himachal Pradesh,G.R.P.,2002,1,0,0,1,0
Himachal Pradesh,Hamirpur,2002,14,0,1,28,6
Himachal Pradesh,Kangra,2002,20,0,2,86,26
Himachal Pradesh,Kinnaur,2002,3,0,0,11,0
Himachal Pradesh,Kullu,2002,11,0,0,29,8
Himachal Pradesh,Lahaul-Spiti,2002,0,0,1,5,0
Himachal Pradesh,Mandi,2002,9,0,3,70,23
Himachal Pradesh,Shimla,2002,22,0,2,119,26
Himachal Pradesh,Sirmaur,2002,10,0,1,24,5
Himachal Pradesh,Solan,2002,18,0,2,62,16
Himachal Pradesh,Una,2002,8,0,4,48,18
Himachal Pradesh,Total,2002,138,0,18,564,142
Jammu & Kashmir,Anantnag,2002,67,4,26,91,15
Jammu & Kashmir,Awantipora,2002,16,2,17,18,2
Jammu & Kashmir,Baramulla,2002,87,4,15,155,22
Jammu & Kashmir,Border,2002,14,0,3,16,4
Jammu & Kashmir,Budgam,2002,40,2,3,109,16
Jammu & Kashmir,Crime Jammu,2002,0,0,0,0,0
Jammu & Kashmir,Crime Srinagar,2002,0,0,0,0,0
Jammu & Kashmir,Doda,2002,19,1,2,21,0
Jammu & Kashmir,Ganderbal,2002,39,0,2,53,21
Jammu & Kashmir,Handwara,2002,23,1,0,23,0
Jammu & Kashmir,Jammu,2002,60,7,4,407,165
Jammu & Kashmir,Kargil,2002,2,0,0,5,1
Jammu & Kashmir,Kathua,2002,13,0,1,47,11
Jammu & Kashmir,Kulgam,2002,45,0,17,43,5
Jammu & Kashmir,Kupwara,2002,28,0,0,24,1
Jammu & Kashmir,Leh,2002,1,0,0,5,1
Jammu & Kashmir,Poonch,2002,14,0,0,46,0
Jammu & Kashmir,Pulwama,2002,44,9,32,115,14
Jammu & Kashmir,Railways,2002,0,0,0,7,1
Jammu & Kashmir,Rajouri,2002,13,2,2,38,2
Jammu & Kashmir,Ramban,2002,6,0,0,27,0
Jammu & Kashmir,Reasi,2002,16,3,3,28,0
Jammu & Kashmir,Srinagar,2002,117,6,33,639,376
Jammu & Kashmir,Udhampur,2002,10,1,3,103,7
Jammu & Kashmir,Total,2002,674,42,163,2020,664
Jharkhand,Bokaro,2002,40,40,64,445,95
Jharkhand,Chaibasa,2002,19,7,14,98,5
Jharkhand,Chatra,2002,4,31,19,83,24
Jharkhand,Deoghar,2002,5,13,25,98,20
Jharkhand,Dhanbad,2002,72,69,64,493,31
Jharkhand,Dhanbad Rly.,2002,2,21,32,240,0
Jharkhand,Dumka,2002,15,7,13,88,0
Jharkhand,Garhwa,2002,9,17,20,68,0
Jharkhand,Giridih,2002,23,49,42,128,2
Jharkhand,Godda,2002,21,9,10,128,0
Jharkhand,Gumla,2002,9,23,41,58,7
Jharkhand,Hazaribagh,2002,33,60,66,537,44
Jharkhand,Jamshedpur,2002,50,8,29,539,135
Jharkhand,Jamshedpur Rly.,2002,1,5,6,114,4
Jharkhand,Jamtara,2002,13,4,6,69,4
Jharkhand,Koderma,2002,13,39,24,50,6
Jharkhand,Latehar,2002,8,27,13,33,0
Jharkhand,Lohardagga,2002,2,3,22,29,1
Jharkhand,Pakur,2002,6,5,13,32,2
Jharkhand,Palamu,2002,16,31,40,99,4
Jharkhand,Ranchi,2002,67,85,181,729,159
Jharkhand,Sahebganj,2002,22,5,17,98,6
Jharkhand,Saraikela,2002,16,12,7,115,8
Jharkhand,Simdega,2002,2,10,12,3,3
Jharkhand,Total,2002,468,580,780,4374,560
Karnataka,Bagalkot,2002,17,2,1,147,35
Karnataka,Bangalore Commr.,2002,159,27,365,7081,2754
Karnataka,Bangalore Rural,2002,38,23,54,767,129
Karnataka,Belgaum,2002,26,12,48,272,107
Karnataka,Bellary,2002,13,2,18,265,65
Karnataka,Bidar,2002,23,6,29,208,42
Karnataka,Bijapur,2002,30,12,22,117,32
Karnataka,Chamarajnagar,2002,6,4,6,99,11
Karnataka,Chickmagalur,2002,12,1,11,237,45
Karnataka,Chitradurga,2002,7,3,15,165,37
Karnataka,Dakshin Kannada,2002,6,3,9,208,103
Karnataka,Davanagere,2002,18,8,43,279,75
Karnataka,Dharwad Commr.,2002,16,7,38,269,123
Karnataka,Dharwad Rural,2002,7,2,4,34,2
Karnataka,Gadag,2002,4,3,4,72,29
Karnataka,Gulbarga,2002,43,3,46,258,56
Karnataka,Hassan,2002,26,3,22,287,70
Karnataka,Haveri,2002,10,5,8,107,25
Karnataka,K.G.F.,2002,3,0,7,255,34
Karnataka,Kodagu,2002,6,0,4,76,16
Karnataka,Kolar,2002,36,6,29,362,69
Karnataka,Koppal,2002,26,7,10,82,10
Karnataka,Mandya,2002,18,4,30,274,58
Karnataka,Mysore Commr.,2002,10,1,31,279,128
Karnataka,Mysore Rural,2002,16,3,5,217,27
Karnataka,Raichur,2002,25,9,9,138,36
Karnataka,Railways,2002,0,4,15,380,6
Karnataka,Shimoga,2002,14,3,42,349,87
Karnataka,Tumkur,2002,19,13,29,371,103
Karnataka,Udupi,2002,9,2,11,80,38
Karnataka,Uttar Kannada,2002,2,0,7,83,24
Karnataka,Total,2002,645,178,972,13818,4376
Kerala,Alapuzha,2002,14,5,19,244,128
Kerala,Cbcid,2002,1,3,3,4,0
Kerala,Ernakulam,2002,12,27,119,1159,316
Kerala,Idukki,2002,0,6,9,215,33
Kerala,Kannur,2002,14,4,17,197,88
Kerala,Kasargod,2002,13,0,11,146,94
Kerala,Kollam,2002,20,12,42,319,153
Kerala,Kottayam,2002,15,6,65,379,103
Kerala,Kozhikode,2002,5,3,27,569,230
Kerala,Malappuram,2002,11,4,12,319,150
Kerala,Palakkad,2002,10,17,39,311,112
Kerala,Pathanamthitta,2002,0,1,19,186,80
Kerala,Railways,2002,0,0,0,302,2
Kerala,Thrissur,2002,11,15,78,405,176
Kerala,Trivandrum,2002,36,27,138,853,283
Kerala,Wayanadu,2002,0,7,12,135,30
Kerala,Total,2002,162,137,610,5743,1978
Madhya Pradesh,Balaghat,2002,9,4,23,236,42
Madhya Pradesh,Barwani,2002,4,2,6,108,24
Madhya Pradesh,Betul,2002,22,0,17,169,28
